tree_bonsai,tree_hexio_v_3_3_18,comment,prefixed_id,skos_uri
C_Goameat,C_OMEA,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Othanpr,C_OMEA,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Pigmeat,C_PIGS,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_Polmeat,C_PLTR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Shemeat,C_OMEA,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Bufmeat,C_CATL,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Catmilk,C_MILK,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Coamilk,C_MILK,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Shemilk,C_MILK,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Bufmilk,C_MILK,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Cammilk,C_OMEA,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Tmand,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Vegleg_nes,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_frtrop_nes,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Yams,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Gluten_rice,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Meat_beef,C_PCAT,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Meat_buff,C_PCAT,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Beef_ges,C_PCAT,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Beef_ked,C_PCAT,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Beef_ons,C_PCAT,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Beef_veal,C_PCAT,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Beef_led,C_PCAT,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Beef_smoked,C_PCAT,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Beef_nes,C_PCAT,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Pork_ges,C_PPIG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Pork_ons,C_PPIG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Pork_pig,C_PPIG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Pork_prp,C_PPIG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Pork_led,C_PPIG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Pork_chilled,C_PPIG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Pork_ham,C_PPIG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Alc_food,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Live_prep,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_vOil_nes,C_VOIL,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_cOil_beans,C_VOIL,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Flou_nes,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Catt_Fat,C_PCAT,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Pig_Fat,C_PPIG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Verm_tcx,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Meat_els,C_POME,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Meat_ryx,C_PPLT,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Offa_nes,C_POME,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Pork_ork,C_PPIG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Dry_ilk,C_DAIR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Eggs_ied,C_POME,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Eggs_uid,C_POME,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Eggs_ggs,C_POME,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Skim_sed,C_DAIR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Skim_ted,C_DAIR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Whol_sed,C_DAIR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Whol_ted,C_DAIR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Yogh_ent,C_DAIR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Root_nes,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Yaut_amx,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Mapl_ups,C_SUGR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Suga_ery,C_SUGR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Suga_ned,C_SUGR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Flou_eds,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Oliv_ved,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Palm_els,C_VOIL,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Vege_gar,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Vege_ted,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Vege_zen,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Vege_enx,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Vege_arx,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Vege_ved,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Citr_nes,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Frui_ved,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Frui_nes,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Juic_nes,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_FSHP,C_FSHP,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_BRIK,C_BRIK,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_CMNT,C_CMNT,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_COMP,C_COMP,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_CONS,C_CONS,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_CRMC,C_CRMC,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_EDUC,C_EDUC,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_ELEC,C_ELEC,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_ELMA,C_ELMA,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_FABM,C_FABM,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_FAUX,C_FAUX,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_FINS,C_FINS,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_FINT,C_FINT,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_FURN,C_FURN,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_F_aqua,C_FISH,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_F_capture,C_FISH,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_GARM,C_GARM,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_GASD,C_GASD,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_HEAL,C_HEAL,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_HORE,C_HORE,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_LETH,C_LETH,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_MACH,C_MACH,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_MARE,C_MARE,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_MDIA,C_MDIA,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_MEIN,C_MEIN,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_METC,C_METC,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_MOTO,C_MOTO,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_OBIO,C_OBIO,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_OBUS,C_OBUS,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_OFMA,C_OFMA,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_ONMM,C_ONMM,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_ORGA,C_ORGA,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_OSER,C_OSER,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_OTRE,C_OTRE,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_PADF,C_PADF,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_PAPE,C_PAPE,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_POWB,C_POWB,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_POWC,C_POWC,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_POWD,C_POWD,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_POWG,C_POWG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_POWH,C_POWH,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_POWM,C_POWM,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_POWP,C_POWP,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_POWS,C_POWS,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_POWT,C_POWT,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_POWW,C_POWW,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_POWZ,C_POWZ,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_PREM,C_PREM,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_PRHH,C_PRHH,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_PTEL,C_PTEL,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_RATV,C_RATV,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_REAL,C_REAL,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_RECR,C_RECR,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_RESD,C_RESD,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_RYMS,C_RYMS,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_TAIR,C_TAIR,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_TAUX,C_TAUX,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_TDFU,C_TDFU,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_TDMO,C_TDMO,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_TDRT,C_TDRT,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_TDWH,C_TDWH,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_TLND,C_TLND,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_TOBC,C_TOBC,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_TPIP,C_TPIP,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_TRAI,C_TRAI,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_TWAI,C_TWAI,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_TWAS,C_TWAS,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_WATR,C_WATR,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_WOOD,C_WOOD,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_auto,C_MOTO,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_truck,C_MOTO,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_CHMF,C_CHMF,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_FIBR,C_FIBR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_ORAN,C_ORAN,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_POWE,C_POWE,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_bus,C_MOTO,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_ALUM,C_ALUM,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_COPP,C_COPP,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_GLAS,C_GLAS,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_LZTP,C_LZTP,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_ONFM,C_ONFM,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_STEL,C_STEL,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_TEXT,C_TEXT,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_OGPL,C_OGPL,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_PLAS,C_PLAS,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_PULP,C_PULP,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_RUBP,C_RUBP,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_SDCL,C_SDCL,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_STON,C_STON,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_FORE,C_FORE,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_FISH,C_FISH,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_CHEM,C_CHEM,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_GCOK,C_GCOK,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_GJET,C_GJET,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_BITU,C_BITU,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_COKE,C_COKE,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_NUCF,C_NUCF,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_ETHA,C_ETHA,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_BIOS,C_BIOS,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_ONFO,C_ONFO,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_MBIO,C_MBIO,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_AGSL,C_AGSL,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_COMW,C_COMW,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_MBFG,C_MBFG,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_RGAS,C_RGAS,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_COIL,C_COIL,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_NAPT,C_NAPT,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_MGWG,C_MGWG,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_CHAR,C_CHAR,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_LUBR,C_LUBR,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_WOOL,C_WOOL,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_BIOP,C_BIOP,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_BIOG,C_BIOG,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_ADDC,C_ADDC,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_ANTH,C_ANTH,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_PATF,C_PATF,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_MOSG,C_MOSG,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_COKC,C_COKC,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_PARW,C_PARW,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_GASE,C_GASE,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_BKBP,C_BKBP,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_GASL,C_GASL,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_BIOD,C_BIOD,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_REFF,C_REFF,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_KJET,C_KJET,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_LZTO,C_LZTO,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_COOG,C_COOG,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_OTBC,C_OTBC,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_ALUO,C_ALUO,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_NSPP,C_NSPP,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_COPO,C_COPO,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_WHSP,C_WHSP,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_LIBC,C_LIBC,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_SUBC,C_SUBC,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_NIKO,C_NIKO,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_WASF,C_WASF,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_HWAT,C_HWAT,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_FOIL,C_FOIL,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_IRON,C_IRON,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_MGSL,C_MGSL,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_KERO,C_KERO,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_DOIL,C_DOIL,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_PEAT,C_PEAT,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_PREO,C_PREO,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_COTA,C_COTA,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_PETC,C_PETC,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_COMF,C_COMF,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_BIOF,C_BIOF,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_LPGA,C_LPGA,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_WASO,C_WASO,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_elec_POWM,C_POWM,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_elec_HWAT,C_HWAT,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_elec_BIOF,C_BIOF,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_elec_INCP,C_INCP,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_elec_POWW,C_POWW,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_elec_INCF,C_INCF,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_elec_POWH,C_POWH,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_elec_MANC,C_MANC,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_elec_POWO,C_POWO,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_elec_POWZ,C_POWZ,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_elec_INCW,C_INCW,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_elec_POWN,C_POWN,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_elec_BIOP,C_BIOP,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_elec_POWC,C_POWC,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_elec_POWS,C_POWS,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
