real_gdp;GDD_Agr_R;GDD_Min_R;GDD_Man_R;GDD_Elc_R;GDD_Con_R;GDD_Trd_R;GDD_Trn_R;GDD_Inf_R;GDD_Est_R;GDD_R;Rincpop_q;Rexppop_q;Rwage_q;imp;exp;usdkzt;eurkzt;rurkzt;poil;GDP_DEF;cpi;realest_resed_prim;realest_resed_sec;realest_comm;index_stock_weighted;ntrade_Agr;ntrade_Min;ntrade_Man;ntrade_Elc;ntrade_Con;ntrade_Trd;ntrade_Trn;ntrade_Inf;fed_fund_rate;govsec_rate_kzt_3m;govsec_rate_kzt_1y;govsec_rate_kzt_7y;govsec_rate_kzt_10y;tonia_rate;rate_kzt_mort_0y_1y;rate_kzt_mort_1y_iy;rate_kzt_corp_0y_1y;rate_usd_corp_0y_1y;rate_kzt_corp_1y_iy;rate_usd_corp_1y_iy;rate_kzt_indv_0y_1y;rate_kzt_indv_1y_iy;realest_resed_prim_rus;realest_resed_sec_rus;cred_portfolio;coef_k1;coef_k3;provisions;percent_margin;com_inc;com_exp;oper_inc;oth_inc;DR
2770.33;132.05;324.71;242.14;45.83;306.68;408.37;275.56;108.48;218.28;2516.96;29.24;53.19;57.49;12323.11;20975.89;149.7;187.2;04.Jul;110;288.76;180.31;102.9;103.8;100.3;99.2;96.96;99.53;98.39;100.04;101.37;103.28;101.81;101.36;0.1;01.May;02.Mar;5;05.Aug;01.Jan;11.May;12.Feb;10.Sep;9;11.Jul;08.Sep;20.Jun;23.Jan;102.4;102.8;294.62;0.28;0.04;111.35;0.05;11466380.86;556698.45;5900619.45;490055.5;0.03
3140.79;137.19;450;293.01;48.89;300.4;437.87;340.91;245.28;312.5;3112.08;30.16;55.48;59.35;14222.53;21935.15;150.4;195.1;04.Aug;110.5;323.69;183.73;102.2;102.9;98.9;100.3;87.25;100.96;101.31;100.35;101.28;103.75;102.64;112.59;0.2;02.Jan;02.Mar;05.Aug;05.Aug;01.Jun;11.Apr;11.May;10.Aug;07.Sep;10.Mar;09.Jun;23.Aug;24.Jan;101.4;102.8;306.75;0.27;0.04;114.54;0.05;14360588.66;529075.25;8334609.25;550668.8;0.03
2881.08;128.5;420.17;283.96;46.53;258.01;408.46;249.69;135.39;225.3;2698.96;28.25;53.46;54.5;9952.61;21517.21;150.7;199.1;5;112.9;241.82;187.59;102.4;104.7;101.5;98.3;100.06;100.8;100.18;99.48;98.8;102.89;101.5;102.05;0.1;2;02.Jul;07.Jan;07.Jan;0.5;12.Jul;11.Aug;10.Apr;06.Sep;11;10.Aug;20.Apr;24;101.9;101.7;310.08;0.27;0.04;98.28;0.06;15007259.96;615677.15;6844761.55;762181.2;0.03
3051.75;129.79;409.46;300.65;48.17;287.26;439.01;245.31;135.86;220.46;2860.02;29.41;53.67;56.63;12883.59;20679.84;151.1;197.3;04.Aug;103;246.84;189.28;102.3;103.9;100.3;90.8;100.49;100.33;100.31;100.68;101.47;102.74;101.72;102.96;0.1;02.Apr;02.Sep;06.Jan;06.Jan;0.9;10.Sep;11.Jun;10.Jul;07.Mar;10.Apr;09.Jul;18.Jan;22.May;101.1;101;322.52;0.25;0.04;124.37;0.06;17722751.86;634535.55;7620005.25;781312.4;0.03
2958.35;149.37;343.26;240.01;46.82;323.51;461.24;296.55;122.03;220.27;2680.15;29.99;55.42;57.54;12837.2;21515.76;152.9;202.6;04.Jul;110.1;313.28;190.41;101.7;103.1;100.4;103;103.28;101.16;99.81;100.52;101.46;103.12;101.89;102.17;0.1;2;02.Jul;05.Sep;05.Sep;02.Aug;11.Jul;11.Aug;10.Apr;07.Jan;11.Jul;10.May;20;21.Mar;101.2;100.4;333.51;0.25;0.04;110.47;0.06;21135859.36;682799.15;10163721.15;884096.4;0.03
3360.04;174.7;466.06;320.01;48.96;318.81;484.11;365.77;276.53;316.24;3316.35;31.23;56.9;60.72;13492.53;23986.39;153.8;209.4;04.Jul;109.4;364.01;192.32;103.7;102.7;100.7;102;106.88;100.99;102.42;100.04;101.57;102.65;102.2;104.89;0.1;02.Jan;3;04.Aug;04.Aug;02.Jun;11.Feb;11.May;10.Apr;07.Feb;10.May;08.Feb;19.Mar;21.May;100.5;100.4;351.27;0.24;0.04;145.09;0.06;22030328.76;753596.25;8997647.45;1123733.6;0.03
3000.34;132.16;415.04;277.43;47.15;267.41;458.83;264.7;150.17;224.09;2796.14;29.14;53.94;55.08;8523.99;19574.42;170.2;233.3;04.Aug;107.9;264.43;197.51;107.4;109.4;101.1;114;100.63;99.69;99.43;100.33;100.79;102.81;101.3;102.21;0.1;02.Mar;3;06.Apr;06.Apr;07.Sep;11.Apr;11.Apr;10.May;07.Sep;10.May;08.Apr;14.Sep;21.May;102.1;101.2;381.67;0.25;0.04;166.11;0.06;19068753.66;815828.75;9393061.15;1238286.5;0.02
3170.11;132.98;407.68;297.22;48.83;299.28;466.88;262.63;144.75;225.5;2957.74;30.66;53.16;59.75;11033.34;19257;182.7;250.4;05.Feb;109.8;269.68;202.05;104.1;105.1;100.9;107.3;100.54;99.89;99.7;100.34;101;101.51;101.48;101.3;0.1;02.Mar;03.Jan;07.Jan;07.Jan;0.7;11.Apr;11;10.Jul;07.Feb;10.Sep;09.Jul;13.Jun;20.Sep;102;101.3;382.52;0.25;0.04;157.37;0.06;19721550.86;773559.05;9521521.35;1427547;0.02
3074.81;147.21;346.19;245.55;47.73;337.2;498.53;315.96;127.58;236.11;2788.86;30.86;55.42;59.85;11417.94;17435.82;182.5;242.2;5;102.1;343.37;204.07;99.7;101.5;100.6;107;99.63;100.18;100.49;100.48;101.13;101.99;101.63;100.8;0.1;02.Aug;03.Apr;07.Feb;07.Feb;01.Apr;11.May;11.Apr;10.Jan;06.Jul;10.Jul;09.Feb;17.Sep;20.Jan;100.4;100.9;380.32;0.24;0.04;144.57;0.06;22769776.26;757296.65;10027824.95;1592141.1;0.02
3522.12;176.14;467.69;339.92;51.25;335.3;509.08;394.34;299.8;337.3;3481.31;32.18;56.85;63.24;11478.51;13839.09;181.4;226.6;03.Sep;76;358.73;206.93;100.3;100.9;100.6;78.7;100.25;100.1;101.75;101.18;101.35;101.31;102.36;103.33;0.1;03.Mar;03.Aug;07.Aug;07.Aug;17.Mar;11.Feb;11.Feb;12.Apr;07.Jun;09.Jul;08.Apr;16.Jun;20.Aug;101.2;101.7;373.28;0.23;0.06;108.52;0.06;25161537.06;287272.15;11044545.05;1769326.9;0.02
3060.24;135.49;418.75;276.81;46.03;271.43;469.04;283.59;157;228.84;2868;29.47;53.32;56.54;8141.91;11510.37;184.6;208.3;02.Sep;53.9;270.16;209.83;101.3;100.7;100.8;85.3;100.57;100.23;99.95;99.42;100.32;100.53;101.53;100.95;0.1;08.Apr;03.Sep;10;10;14.Jul;15.Jul;09.May;19.52;07.Jan;Nov.67;09.Nov;19.Jun;21.Mar;101.8;101;392.59;0.33;0.05;112.18;0.06;25713283.86;591316.55;10891206.15;1714334.6;0.02
3214.07;135.78;411.41;299.58;48.17;321.91;482.53;278.66;144.77;227.99;3024.93;31.52;52.05;58.97;9333.56;11301.77;185.9;205.3;03.May;62.1;265.61;210.67;99.4;99.1;100.7;111.2;100.47;100.23;100.2;99.66;101.82;100.81;101.28;100;0.1;08.Apr;03.Sep;10.Mar;10.Apr;07.Jun;12.Jan;09.May;15.48;Jun.81;Dec.53;Sep.16;15.Jul;18.Feb;99.2;99.3;357.26;0.44;0.32;46.14;0.06;25802870.06;657638.85;13689096.85;1822801.2;0.02
3083.7;151.44;319.11;253;46.62;347.71;482.72;327.98;129.73;239.93;2795.33;32.11;54.14;58.76;8773.6;9447.18;216.2;240.9;03.Apr;50;344.78;212.14;102.2;102;100.3;89.6;100.71;98.35;100.64;99.42;100.83;99.19;100.94;100.3;0.1;04.Jul;04.Jul;06.Feb;06.Jan;08.Jan;10;09.Sep;14.71;06.Jun;Nov.59;Sep.51;17.Aug;18.Feb;99.1;98.2;410;0.43;0.29;50.54;0.06;25055203.36;952520.25;11179606.35;1701102.7;0.02
3561.18;184.1;440.43;328.7;50.5;347.83;501.41;413.05;318.32;351.95;3545.92;31.51;52.62;58.8;7682.44;9388.07;300.2;328.7;04.Jun;43.4;377.62;231.45;108.1;105.6;100.3;106.7;101.33;98.31;99.04;99.61;100.98;99.61;101.46;102.53;0.2;13.Feb;11.Jan;07.Apr;06.Aug;36.6;17.Feb;09.Jun;16.23;Jul.58;Dec.64;Jun.38;15.Jan;17.Sep;99.6;98.3;444.39;0.3;0.04;52.98;0.06;26117137.86;1094862.45;11963387.15;1595414.7;0.02
3059.03;138.63;411.66;276.85;45.57;286.92;439.14;294.57;150.85;231.74;2860.08;29.67;50.03;55;5425.56;7743.35;356.6;392.6;04.Aug;34.4;304.31;241.4;104.8;104.6;100.7;113.2;100.52;99.55;100;99.76;101.2;98.46;100.84;99.18;0.4;14.Sep;13.Apr;09.Jan;08.May;24.Sep;4;09.Feb;21.62;Aug.21;Dec.95;Jul.65;18.May;19.Jan;100.3;99.5;446.26;0.33;0.04;50.51;0.06;26723519.46;913089.65;11898493.75;1552554.3;0.02
3223.25;138.41;390.41;300.74;47.61;343.76;466.02;289.99;137.94;232.17;3029.41;30.97;48.36;58.38;6446.27;9162.72;335.6;379;05.Jan;46;311.73;245.99;97.7;98.5;100.1;101.6;100.43;98.67;100.1;99.71;101.68;99.13;100.86;99.08;0.4;14.May;13.May;09.Mar;08.Apr;14.Apr;15.May;09.Apr;17.42;Aug.38;14.22;Jul.91;20.Sep;19.Feb;99.8;99;450.46;0.37;0.03;51.56;0.06;26455285.56;1163709.25;11786904.25;1729624.6;0.02
3099.84;163.95;295.7;254.33;47.44;372.27;483.46;337.94;125.49;244.8;2824.86;30.61;50.25;56.72;6946.97;9299.89;341.5;381.1;05.Mar;45.8;387.06;248.94;99.9;99.4;100.1;120.7;102.04;98.5;100.12;100.43;101.85;100.04;100.75;99.42;0.4;13.Jan;12.Mar;10.May;09.Mar;12.Mar;18;09.Aug;15.92;Jul.87;14.83;09.Mar;22.Apr;20.Apr;99.8;99;455.6;0.49;0.33;53.09;0.06;26721196.26;1284186.75;11302902.05;701928.7;0.02
3681.3;196.66;452.28;343.46;51.08;377.14;506.52;422.33;339.26;364.04;3668.86;32.45;52.23;60.96;7732.32;10815.59;334.9;361.9;05.Mar;50.1;424.2;253.67;98.5;99;100.2;114;102.01;100.77;101.27;100.3;102.17;100.27;100.69;102.86;0.5;11.Aug;12;09.Jun;10;11.May;14.Jun;09.Jun;15.26;Jun.84;14.61;Jul.69;22;19.Sep;99.7;99.5;410.68;0.4;0.03;47.14;0.06;27878091.56;1826890.45;12130778.55;746191.6;0.02
3171.31;142.24;436.53;297.19;47.28;307.4;451.61;304.99;153.45;234.89;2963.73;30.39;51.1;53.89;6343.18;11200.11;322.5;343.3;05.May;54.1;328.93;260.26;99.6;99.6;100.2;114.5;100.57;101.6;101.73;100.89;101.48;100.66;100.77;100.35;0.7;10.Jun;11.Mar;09.Mar;08.Aug;10.Sep;09.Sep;09.Jul;14.Jan;Jun.22;13.95;07.Aug;22;19.Apr;100.1;99.7;462.06;0.53;0.31;57.04;0.06;28567564.96;1536978.85;15970284.55;680585.4;0.02
3380.52;142.56;444.47;319.94;50.66;360.74;475.63;302.6;142.68;238.7;3174.34;31.16;50.4;56.71;7979.12;11538.66;314.7;345.9;05.May;50.2;328.79;264.43;100.3;99.8;100.1;106.8;100.65;103.43;101.61;101.58;101.21;100.5;100.93;100.63;1;09.Aug;09.Feb;09.Feb;08.Mar;10;15.Sep;09.Jul;13.67;06.Jul;14.19;Jul.61;21.Jun;19.Jul;100.3;99.5;470.71;0.52;0.3;59.81;0.06;30818177.06;1312502.95;10515776.15;744223.7;0.02
3228.95;164.14;342.37;265.02;50.03;370.3;503.59;358.64;130.7;252.26;2940.63;31.27;52.25;55.58;8018.33;12351.98;332.4;390.3;05.Jun;51.7;421.06;266.28;101.2;99.9;99.8;123.5;100.03;102.86;100.88;101.32;99.86;101.05;101.51;100.68;01.Feb;09.Feb;9;08.Sep;9;09.Apr;13.May;09.Jul;13.Apr;May.26;13.85;Jul.97;22;19.Aug;100.1;99.1;421.3;0.5;0.3;73.82;0.06;34108887.56;1440663.95;13902272.45;784476;0.03
3821.56;209.37;474.58;365.4;54.15;380.81;525.68;443.69;351.11;368.77;3801;33.1;53.51;60.16;8660.53;14378.71;334.4;393.7;05.Jul;61.5;503.38;272.14;99.9;99.3;100;105.9;101.97;101.33;101.79;101.55;100.26;100.99;101.54;101.55;01.Feb;09.Mar;09.Feb;08.Sep;08.Aug;09.Mar;14.Jun;09.Mar;13.Dec;May.22;14.41;May.52;21.May;20.Jun;100.6;100.1;231.49;0.38;0.03;25.49;0.06;38939710.26;1649264.65;15346462.45;940450.5;0.03
3307.77;146.99;458.97;314.84;49.19;325.37;478.9;318.84;163.03;240.16;3099.68;31.13;53.44;54.92;7696.13;14822.25;323.2;397.3;05.Jul;67;356.32;277.58;100.6;99.7;100.2;112.2;100.72;101.32;101.42;100.95;101.27;101.39;100.98;101.23;01.Apr;08.Sep;08.Jun;08.Sep;08.Sep;Aug.77;07.Sep;09.Jun;Dec.82;May.36;13.85;05.Jul;23.Apr;20.Jul;101.2;100.8;229.18;0.38;0.03;25.51;0.06;39247807.06;1873724.05;13284024.05;881350.8;0.03
3519.49;149.03;470.84;332.78;53.78;367.78;502.51;318.16;151;242.16;3298.74;32.42;52.32;57.94;8651.26;15538.57;329.8;393.5;05.Mar;74.5;371.39;280.91;101;100.3;99.9;99;100.98;101.53;101.01;101.53;100.49;101.35;101.09;101.06;01.Jul;08.Mar;08.Apr;08.Apr;08.May;Aug.28;08.Sep;09.Aug;Nov.99;May.45;Dec.77;05.Aug;21;21.Jan;101.9;100.8;237.64;0.42;0.03;25.Aug;0.06;43997235.26;1982946.35;14813646.65;997580.1;0.04
3352.73;161.64;354;278.12;50.82;390.39;544.44;373.11;131.34;262.71;3052.5;33.58;53.93;57.31;9312.64;15022.72;356;413.8;05.May;75.5;444.71;282.32;100.3;100.4;100.1;91;99.63;100.67;101.02;100.38;101.39;102.03;101.01;100.08;01.Sep;08.Apr;08.Aug;09.Jan;08.Apr;Aug.39;14.Jan;08.Jul;12.Jan;05.Apr;Dec.79;Apr.88;20.Sep;19.Aug;101.6;100.7;471.22;0.53;0.37;67.48;0.06;48800906.66;2724046.05;15331709.25;1121266.3;0.04
3976.47;225.28;491.24;377.22;52.86;400.18;574.28;463.84;364.02;381.79;3952.23;34.99;56.95;61.44;9326.87;13641.77;369.8;422.1;05.Jun;67.4;554.57;286.55;100.6;100.7;100;104.9;102.39;100.95;100.92;99.38;101.32;102.37;101.39;101.62;02.Feb;08.Aug;08.Jul;08.Jul;08.May;Aug.27;11.Mar;08.Feb;Dec.41;May.19;Nov.37;06.Jun;21.Jan;19.Mar;101.4;101.8;491.53;0.39;0.04;63.45;0.06;53885717.16;1115202.55;17667145.65;1197715.2;0.04
3430.86;151.31;477.49;319.09;48.58;352.39;510.6;331.06;167.17;243.16;3214.78;33.33;56;57.87;7414.71;14938.57;377.7;429.1;05.Jul;63.3;384.19;291.13;101;100.9;100.2;107;100.63;101.04;100.33;99.71;101.82;101.51;100.83;100.51;02.Apr;08.Aug;08.Aug;08.Aug;08.Jul;Aug.25;11;08.Jan;Dec.16;May.57;Dec.98;May.35;20.Sep;20;102.3;101.1;465.88;0.39;0.05;83.62;0.06;52226897.36;4065848.05;16285468.65;1114377;0.05
3674.13;153.12;465.79;346.93;55.99;413.52;539.68;336.07;157.33;247.1;3443.22;35.1;53.89;63.19;10602.16;14695.2;380.6;427.5;05.Sep;68.3;400.85;295.21;101.4;101.3;100;93;100.59;99.72;101.08;101.07;103.03;101.74;101.2;100.78;02.Apr;08.Aug;08.Jul;08.Jul;08.Jun;Aug.14;12;08.Jan;Nov.83;Apr.96;12.Jan;06.Apr;19.Sep;20.Apr;101.5;100.5;487.39;0.37;0.05;80.59;0.06;61132600.76;4276646.55;18400683.95;1268472.7;0.05
3518.88;148.48;371.89;287.86;52.83;457.24;582.65;392.76;136.17;267.03;3209.57;35.36;56.26;64.29;11886.56;14783.55;385.8;429.2;6;61.9;465.75;297.28;101.1;102;99.9;94.8;98.1;101;100.74;100.97;104.29;101.76;101.31;100.59;02.Feb;09.Aug;10;09.Feb;09.Feb;Aug.57;7;08.Jan;Nov.77;Apr.47;Dec.38;May.22;20.Apr;21.Mar;102.1;101.8;528.02;0.33;0.06;83.55;0.06;65828104.76;5641360.45;18106110.55;4145285.1;0.05
4170.2;225.66;505;417.2;49.37;447.32;604.13;485.23;380.56;385.84;4145.8;36.78;58.51;67.5;11217.23;15124.13;386.9;428.2;06.Jan;62.7;605.12;302.03;102.6;101.8;100.1;108.7;100.06;100.76;103;98.34;102.9;101.35;101.4;102.01;01.Jun;09.Sep;09.Mar;09.Jun;09.May;Aug.88;02.Aug;07.May;11.Sep;Apr.63;13.Dec;Apr.73;17.Apr;19.Jun;101.9;100.4;403.74;0.34;0.06;56.19;0.06;70627071.46;5241812.95;19382747.45;1012652.3;0.05
3509.19;153.4;495.88;343.37;47.52;389.32;510.06;323.19;183.03;241.7;3299.53;36.06;57.15;64.9;7651.16;11880.96;389.6;429.9;05.Sep;50.5;430.11;308.68;101.7;101.9;100.4;94.2;100.31;101.01;101.77;99.49;102.21;99.98;99.49;101.89;01.Mar;12.Feb;10.Jul;10.Jul;10.Jun;Oct.75;15.Jul;08.Apr;Nov.99;Apr.15;13.74;May.75;21.Jul;20.Aug;101.4;100.2;415.71;0.33;0.06;59.38;0.06;67784541.66;5168664.05;19620102.15;890662.3;0.05
3446.95;154.33;457.61;347.64;58.49;453.06;419.66;239.65;175.47;222.35;3237.04;35.8;52.84;67.21;9233.19;9184.45;418.1;459.9;05.Aug;31.4;386.03;315.47;100.5;101.5;95;105.4;100.18;99.55;100.05;101.22;102.32;94.63;93.73;102.12;0.06;10;10.Aug;10.Jun;10.Jun;Aug.76;5;07.Aug;11.Apr;Apr.19;11.Sep;06.Sep;23.Aug;19.Apr;102.7;101.4;403;0.39;0.05;51.85;0.06;66900692.76;5374901.95;19052286.55;132100.1;0.05
3333.64;162.63;317.38;284.51;52.01;494.42;531.91;306.2;132.21;293.95;3041.07;35.6;56.38;64.19;10977.55;10890.17;417.9;488.2;05.Jul;42.7;522.06;318.31;101.1;103.3;101.1;103.5;102.08;97.02;99.76;99.6;102.13;97.6;93.99;99.55;0.09;09.May;10.Feb;10.Mar;10.Mar;Aug.66;07.Jan;07.Jun;Nov.74;03.May;13.Sep;05.Jun;21.Feb;20.Jun;103.7;103.2;588.7;0.56;0.38;73.73;0.06;70349533.76;6146130.65;20662672.25;897458.1;0.05
4132.36;240.39;457.39;434.8;46.29;507.06;677.94;312.28;428.67;372.63;4109.39;39.09;59.13;71.95;10194.19;12109.49;426.2;507.8;05.Jun;44.5;601.25;324.04;101.8;104.5;100.6;110.2;102.12;97.32;101.26;98.52;103.35;103.57;87.23;105.52;0.09;09.May;10;09.Aug;10;Aug.76;01.Aug;07.May;Nov.53;04.Apr;Dec.13;May.52;18.Jan;18.Feb;103.7;104.4;607.39;0.46;0.05;70.42;0.05;75289906.56;5253623.65;22925783.65;1199838.2;0.04
3464.51;156.59;457.95;366.55;49.5;437.25;493.33;265.09;199.75;237.13;3262.77;36.53;56.9;69.77;8168.93;13747.76;419.7;506.4;05.Jun;60.6;460.06;330.84;104.5;109.7;101.3;116.3;100.45;97.81;101.64;100.97;102.6;99.22;95.08;101.82;0.08;09.Jan;09.Jan;10.Feb;10;Aug.73;10.Aug;8;Nov.26;Apr.92;Dec.74;May.66;19.Jan;20.Jan;106;103.6;631.71;0.4;0.05;72.03;0.05;67245860.84;4222873.49;20497372.43;1469224.27;0.04
3684.52;158.46;460.48;357.38;61.56;498.8;508.37;266.43;214.99;226.9;3451.3;37.98;58.37;74.32;10515.14;16503.92;428.36;515.94;May.77;68.63;443.12;338.45;103.5;105.2;100.1;107.3;100.58;100.17;100.68;101.49;102.42;104.18;102.38;104.22;0.07;08.Jul;09.Feb;10.Jan;10.Jan;Aug.38;08.May;08.Mar;Nov.33;05.Feb;Dec.84;Mar.91;19.Mar;19;107;104.4;728.89;0.54;0.4;61.24;0.05;72410915.24;4335545.66;20905741.68;1489553.73;0.04
3556.8;158.56;333.48;300;55.42;520.18;584.71;332.32;167.57;296.95;3224.5;37.45;59.73;70.51;11091;16202.74;425.72;501.99;05.Aug;73;583.78;345.56;102.9;103.2;100.1;101.2;99.43;100.95;101.07;101.63;101.33;102.39;102.27;103.62;0.09;09.Apr;09.Aug;10.Jan;10.Jan;Aug.88;09.Apr;8;11.Apr;03.Aug;Dec.95;Apr.52;18.Sep;19.Feb;105.1;103.4;822.04;0.55;0.44;62.84;0.05;77689778.61;4449455.98;21318598.51;1510106.6;0.04
4338.73;216.64;496.9;442.37;48.36;526.72;638.08;425.37;442.96;392.06;4314.71;40.38;62.64;78.34;11786.59;19336.22;429.79;491.74;May.92;79.58;712.7;351.78;103.8;103.9;100.8;108.6;96.67;102.31;100.52;100.98;101;98.24;109.62;101.41;0.08;09.Aug;09.Sep;10.Mar;10.Mar;Sep.85;12.Mar;08.May;Nov.75;Apr.38;Dec.74;Apr.77;15.Jul;19.Jan;105.7;104.7;918.2;0.39;0.05;63.95;0.05;74562995.83;4563366.3;21731455.33;1530659.47;0.05
